N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Tipo de factura,Año,Mes,Día,Hora,Día de la semana
554628,2021-05-25 11:26:00,15039.0,United Kingdom,299,659.35,F,2021,5,25,11,martes
562163,2021-08-03 12:06:00,15628.0,United Kingdom,245,308.43,F,2021,8,3,12,martes
579143,2021-11-28 13:08:00,13882.0,United Kingdom,152,265.24,F,2021,11,28,13,domingo
569860,2021-10-06 14:37:00,13812.0,Germany,67,139.88,F,2021,10,6,14,miércoles
C542232,2021-01-26 13:44:00,16714.0,United Kingdom,-2,-250.0,ND,2021,1,26,13,martes
561625,2021-07-28 14:03:00,16843.0,United Kingdom,1704,1024.44,F,2021,7,28,14,miércoles
572895,2021-10-26 14:39:00,12569.0,Germany,19,67.74,F,2021,10,26,14,martes
567459,2021-09-20 12:21:00,14221.0,United Kingdom,467,471.88,F,2021,9,20,12,lunes
579332,2021-11-29 11:41:00,14408.0,United Kingdom,162,308.22,F,2021,11,29,11,lunes
573292,2021-10-28 15:10:00,14416.0,United Kingdom,262,361.0,F,2021,10,28,15,jueves
577176,2021-11-18 11:07:00,13305.0,United Kingdom,141,316.45,F,2021,11,18,11,jueves
570419,2021-10-10 13:33:00,15608.0,United Kingdom,24,24.96,F,2021,10,10,13,domingo
546216,2021-03-10 11:56:00,18173.0,United Kingdom,664,853.48,F,2021,3,10,11,miércoles
564860,2021-08-31 10:06:00,17725.0,United Kingdom,221,308.69,F,2021,8,31,10,martes
554040,2021-05-20 14:35:00,15290.0,United Kingdom,217,362.19,F,2021,5,20,14,jueves
545645,2021-03-04 12:42:00,12755.0,Japan,3,17.55,F,2021,3,4,12,jueves
565350,2021-09-02 14:42:00,14178.0,United Kingdom,114,180.47,F,2021,9,2,14,jueves
578350,2021-11-24 09:51:00,15632.0,United Kingdom,205,306.35,F,2021,11,24,9,miércoles
570229,2021-10-09 13:30:00,15756.0,United Kingdom,75,168.12,F,2021,10,9,13,sábado
575336,2021-11-09 13:58:00,14968.0,United Kingdom,127,147.59,F,2021,11,9,13,martes
C580741,2021-12-06 09:29:00,17659.0,United Kingdom,-3,-14.11,ND,2021,12,6,9,lunes
561039,2021-07-24 12:02:00,16525.0,United Kingdom,598,452.42,F,2021,7,24,12,sábado
580059,2021-12-01 13:22:00,17768.0,United Kingdom,379,861.85,F,2021,12,1,13,miércoles
563453,2021-08-16 14:34:00,,United Kingdom,-24,0.0,F,2021,8,16,14,lunes
556636,2021-06-13 15:30:00,,United Kingdom,451,1715.65,F,2021,6,13,15,domingo
C567703,2021-09-22 09:38:00,15810.0,United Kingdom,-5,-5.35,ND,2021,9,22,9,miércoles
542545,2021-01-28 14:44:00,,United Kingdom,9,0.0,F,2021,1,28,14,jueves
539316,2020-12-16 18:38:00,17848.0,United Kingdom,22,97.3,F,2020,12,16,18,miércoles
552280,2021-05-08 12:39:00,13561.0,United Kingdom,83,141.86,F,2021,5,8,12,sábado
548562,2021-04-01 10:18:00,,Israel,30,110.0,F,2021,4,1,10,jueves
573388,2021-10-30 14:44:00,14895.0,United Kingdom,520,965.78,F,2021,10,30,14,sábado
569100,2021-09-30 12:19:00,12748.0,United Kingdom,192,381.87,F,2021,9,30,12,jueves
541837,2021-01-23 10:32:00,17714.0,United Kingdom,92,153.0,F,2021,1,23,10,sábado
567204,2021-09-19 10:43:00,15365.0,United Kingdom,325,765.15,F,2021,9,19,10,domingo
553842,2021-05-19 12:24:00,12524.0,Germany,470,400.88,F,2021,5,19,12,miércoles
538905,2020-12-15 10:31:00,13611.0,United Kingdom,183,303.15,F,2020,12,15,10,martes
539743,2020-12-21 15:20:00,,United Kingdom,36,365.26,F,2020,12,21,15,lunes
564078,2021-08-22 15:43:00,17083.0,United Kingdom,210,409.76,F,2021,8,22,15,domingo
566623,2021-09-14 09:31:00,12756.0,Japan,144,112.08,F,2021,9,14,9,martes
539584,2020-12-20 12:54:00,,United Kingdom,1,0.0,F,2020,12,20,12,domingo
575083,2021-11-08 13:31:00,18123.0,United Kingdom,392,323.48,F,2021,11,8,13,lunes
571250,2021-10-14 16:49:00,17892.0,United Kingdom,36,91.8,F,2021,10,14,16,jueves
557129,2021-06-16 19:59:00,17841.0,United Kingdom,204,463.6,F,2021,6,16,19,miércoles
565847,2021-09-07 12:44:00,,United Kingdom,758,5557.66,F,2021,9,7,12,martes
C572120,2021-10-20 19:29:00,14911.0,EIRE,-21,-54.9,ND,2021,10,20,19,miércoles
C547187,2021-03-21 12:20:00,12779.0,Poland,-9,-14.39,ND,2021,3,21,12,domingo
C580912,2021-12-06 13:37:00,12989.0,United Kingdom,-24,-61.2,ND,2021,12,6,13,lunes
543282,2021-02-06 16:08:00,12956.0,United Kingdom,34,108.07,F,2021,2,6,16,sábado
572025,2021-10-20 11:30:00,17651.0,United Kingdom,243,333.01,F,2021,10,20,11,miércoles
543372,2021-02-07 15:01:00,16321.0,Australia,21,67.95,F,2021,2,7,15,domingo
557763,2021-06-22 14:10:00,17669.0,United Kingdom,300,453.72,F,2021,6,22,14,martes
569843,2021-10-06 13:29:00,14449.0,United Kingdom,311,313.4,F,2021,10,6,13,miércoles
575007,2021-11-08 11:20:00,14140.0,United Kingdom,517,540.99,F,2021,11,8,11,lunes
564736,2021-08-28 13:42:00,16353.0,United Kingdom,204,505.8,F,2021,8,28,13,sábado
578675,2021-11-24 18:13:00,14756.0,United Kingdom,416,738.96,F,2021,11,24,18,miércoles
C542787,2021-02-01 10:22:00,15864.0,United Kingdom,-4,-13.9,ND,2021,2,1,10,lunes
571691,2021-10-18 14:34:00,13860.0,United Kingdom,80,184.64,F,2021,10,18,14,lunes
547896,2021-03-28 11:34:00,17841.0,United Kingdom,119,246.61,F,2021,3,28,11,domingo
580878,2021-12-06 12:18:00,14113.0,United Kingdom,231,471.9,F,2021,12,6,12,lunes
C538684,2020-12-14 09:26:00,16161.0,United Kingdom,-3,-32.65,ND,2020,12,14,9,lunes
546235,2021-03-10 12:42:00,14976.0,United Kingdom,46,115.57,F,2021,3,10,12,miércoles
C575161,2021-11-08 16:25:00,15271.0,United Kingdom,-5,-21.25,ND,2021,11,8,16,lunes
551056,2021-04-26 11:51:00,16442.0,United Kingdom,291,285.37,F,2021,4,26,11,lunes
555858,2021-06-07 14:12:00,14911.0,EIRE,192,254.31,F,2021,6,7,14,lunes
544661,2021-02-22 13:59:00,15303.0,United Kingdom,248,574.02,F,2021,2,22,13,lunes
570215,2021-10-09 11:53:00,16066.0,United Kingdom,356,364.59,F,2021,10,9,11,sábado
C560653,2021-07-20 11:40:00,15802.0,United Kingdom,-1,-451.42,ND,2021,7,20,11,martes
552010,2021-05-05 17:26:00,14713.0,United Kingdom,196,292.42,F,2021,5,5,17,miércoles
563173,2021-08-12 13:27:00,17381.0,United Kingdom,320,528.0,F,2021,8,12,13,jueves
545557,2021-03-03 15:30:00,12500.0,Germany,193,249.84,F,2021,3,3,15,miércoles
554672,2021-05-25 15:54:00,14415.0,United Kingdom,188,387.1,F,2021,5,25,15,martes
580292,2021-12-02 13:37:00,15856.0,United Kingdom,109,264.99,F,2021,12,2,13,jueves
571218,2021-10-14 13:24:00,17451.0,United Kingdom,48,18.72,F,2021,10,14,13,jueves
547552,2021-03-23 15:55:00,,United Kingdom,108,723.46,F,2021,3,23,15,martes
580558,2021-12-05 10:19:00,14931.0,Channel Islands,60,198.4,F,2021,12,5,10,domingo
565672,2021-09-06 09:34:00,17700.0,United Kingdom,326,556.26,F,2021,9,6,9,lunes
573556,2021-10-31 13:51:00,17675.0,United Kingdom,334,764.32,F,2021,10,31,13,domingo
C568345,2021-09-26 15:28:00,14096.0,United Kingdom,-1,-447.56,ND,2021,9,26,15,domingo
565858,2021-09-07 14:30:00,17949.0,United Kingdom,504,534.24,F,2021,9,7,14,martes
542267,2021-01-26 17:43:00,16882.0,United Kingdom,2,9.9,F,2021,1,26,17,martes
541848,2021-01-23 13:31:00,17611.0,United Kingdom,367,497.48,F,2021,1,23,13,sábado
564838,2021-08-30 12:43:00,,United Kingdom,462,1704.22,F,2021,8,30,12,lunes
578469,2021-11-24 12:36:00,12471.0,Germany,260,590.32,F,2021,11,24,12,miércoles
554842,2021-05-26 18:17:00,14740.0,United Kingdom,251,555.71,F,2021,5,26,18,miércoles
555847,2021-06-07 13:27:00,14880.0,United Kingdom,179,234.07,F,2021,6,7,13,lunes
547821,2021-03-25 14:50:00,12621.0,Germany,484,960.0,F,2021,3,25,14,jueves
569723,2021-10-06 09:32:00,12431.0,Australia,28,89.8,F,2021,10,6,9,miércoles
578098,2021-11-22 17:32:00,12936.0,United Kingdom,53,79.48,F,2021,11,22,17,lunes
550827,2021-04-21 10:16:00,12670.0,France,278,633.05,F,2021,4,21,10,miércoles
572283,2021-10-23 11:42:00,15000.0,United Kingdom,218,490.52,F,2021,10,23,11,sábado
C536822,2020-12-02 17:19:00,14625.0,United Kingdom,-3,-37.65,ND,2020,12,2,17,miércoles
546863,2021-03-17 15:41:00,16377.0,United Kingdom,1500,676.2,F,2021,3,17,15,miércoles
578267,2021-11-23 13:37:00,12748.0,United Kingdom,3,12.75,F,2021,11,23,13,martes
579536,2021-11-30 09:53:00,12957.0,United Kingdom,674,968.9,F,2021,11,30,9,martes
579400,2021-11-29 12:10:00,17306.0,United Kingdom,1024,696.8,F,2021,11,29,12,lunes
565726,2021-09-06 11:58:00,14360.0,United Kingdom,745,1134.69,F,2021,9,6,11,lunes
574044,2021-11-02 13:14:00,16210.0,United Kingdom,264,843.6,F,2021,11,2,13,martes
560552,2021-07-19 12:54:00,15311.0,United Kingdom,505,750.93,F,2021,7,19,12,lunes
545470,2021-03-03 10:26:00,14483.0,United Kingdom,97,137.1,F,2021,3,3,10,miércoles
568177,2021-09-25 13:30:00,13536.0,United Kingdom,319,455.17,F,2021,9,25,13,sábado
564651,2021-08-26 14:19:00,14646.0,Netherlands,576,0.0,F,2021,8,26,14,jueves
550190,2021-04-14 19:16:00,15135.0,United Kingdom,43,139.05,F,2021,4,14,19,miércoles
550993,2021-04-21 19:51:00,15810.0,United Kingdom,280,476.8,F,2021,4,21,19,miércoles
565454,2021-09-04 16:08:00,17410.0,United Kingdom,49,117.15,F,2021,9,4,16,sábado
544352,2021-02-18 10:16:00,15290.0,United Kingdom,149,298.73,F,2021,2,18,10,jueves
552694,2021-05-10 15:25:00,12749.0,United Kingdom,262,859.1,F,2021,5,10,15,lunes
565467,2021-09-05 09:49:00,14129.0,United Kingdom,178,315.78,F,2021,9,5,9,domingo
C552043,2021-05-06 09:07:00,12476.0,Germany,-2,-5.1,ND,2021,5,6,9,jueves
576613,2021-11-15 16:34:00,13854.0,United Kingdom,60,310.04,F,2021,11,15,16,lunes
C560420,2021-07-18 15:11:00,15369.0,United Kingdom,-1,-1592.49,ND,2021,7,18,15,domingo
538514,2020-12-12 14:27:00,15044.0,United Kingdom,311,835.95,F,2020,12,12,14,sábado
567104,2021-09-16 13:33:00,15975.0,United Kingdom,243,371.01,F,2021,9,16,13,jueves
C564207,2021-08-24 09:06:00,15270.0,United Kingdom,-44,-39.89,ND,2021,8,24,9,martes
C579172,2021-11-28 14:31:00,17811.0,United Kingdom,-12,-65.4,ND,2021,11,28,14,domingo
542691,2021-01-31 12:34:00,13408.0,United Kingdom,472,631.36,F,2021,1,31,12,domingo
545821,2021-03-07 12:50:00,13001.0,United Kingdom,338,591.02,F,2021,3,7,12,domingo
541524,2021-01-19 10:49:00,17091.0,United Kingdom,240,594.7,F,2021,1,19,10,martes
561322,2021-07-26 13:03:00,15203.0,United Kingdom,426,301.98,F,2021,7,26,13,lunes
561320,2021-07-26 12:57:00,16942.0,United Kingdom,103,191.89,F,2021,7,26,12,lunes
567326,2021-09-19 14:38:00,14290.0,United Kingdom,78,293.54,F,2021,9,19,14,domingo
544167,2021-02-16 13:14:00,14755.0,United Kingdom,134,506.02,F,2021,2,16,13,martes
564164,2021-08-23 13:30:00,17940.0,United Kingdom,300,75.0,F,2021,8,23,13,lunes
558196,2021-06-27 12:38:00,16033.0,United Kingdom,267,626.41,F,2021,6,27,12,domingo
561044,2021-07-24 12:26:00,13831.0,United Kingdom,122,357.4,F,2021,7,24,12,sábado
538188,2020-12-10 10:29:00,,United Kingdom,1,2.95,F,2020,12,10,10,jueves
567697,2021-09-22 08:41:00,16558.0,United Kingdom,307,416.14,F,2021,9,22,8,miércoles
565421,2021-09-04 12:10:00,16744.0,United Kingdom,98,161.82,F,2021,9,4,12,sábado
554559,2021-05-25 10:28:00,,United Kingdom,-2,0.0,F,2021,5,25,10,martes
C568421,2021-09-27 11:19:00,16626.0,United Kingdom,-8,-13.2,ND,2021,9,27,11,lunes
537380,2020-12-06 13:12:00,15882.0,United Kingdom,48,100.8,F,2020,12,6,13,domingo
568472,2021-09-27 11:50:00,12517.0,Germany,210,417.2,F,2021,9,27,11,lunes
557781,2021-06-22 15:30:00,17389.0,United Kingdom,42,52.5,F,2021,6,22,15,martes
553673,2021-05-18 12:46:00,16814.0,United Kingdom,187,600.39,F,2021,5,18,12,martes
537334,2020-12-06 12:06:00,16719.0,United Kingdom,146,430.73,F,2020,12,6,12,domingo
572885,2021-10-26 13:45:00,15311.0,United Kingdom,213,423.81,F,2021,10,26,13,martes
577112,2021-11-17 17:55:00,,United Kingdom,-30,0.0,F,2021,11,17,17,miércoles
566023,2021-09-08 12:48:00,12955.0,United Kingdom,424,496.44,F,2021,9,8,12,miércoles
C574525,2021-11-04 13:55:00,17841.0,United Kingdom,-1,-2.55,ND,2021,11,4,13,jueves
537391,2020-12-06 13:53:00,16550.0,United Kingdom,257,554.66,F,2020,12,6,13,domingo
540553,2021-01-10 09:48:00,12500.0,Germany,243,344.94,F,2021,1,10,9,domingo
539570,2020-12-20 12:05:00,15078.0,United Kingdom,144,327.6,F,2020,12,20,12,domingo
C561587,2021-07-28 10:50:00,17649.0,United Kingdom,-1,-6.75,ND,2021,7,28,10,miércoles
570555,2021-10-11 11:03:00,17119.0,United Kingdom,306,547.25,F,2021,10,11,11,lunes
573906,2021-11-01 15:12:00,16458.0,United Kingdom,112,195.02,F,2021,11,1,15,lunes
543473,2021-02-08 15:01:00,,United Kingdom,1,0.0,F,2021,2,8,15,lunes
551459,2021-04-28 16:04:00,,United Kingdom,-30,0.0,F,2021,4,28,16,miércoles
542707,2021-01-31 12:50:00,18095.0,United Kingdom,194,205.3,F,2021,1,31,12,domingo
554282,2021-05-23 14:01:00,15769.0,United Kingdom,848,1742.8,F,2021,5,23,14,domingo
543934,2021-02-14 14:29:00,12993.0,United Kingdom,64,102.9,F,2021,2,14,14,domingo
576562,2021-11-15 13:24:00,14522.0,United Kingdom,96,143.04,F,2021,11,15,13,lunes
C547908,2021-03-28 12:18:00,,United Kingdom,-2,-684.91,ND,2021,3,28,12,domingo
571272,2021-10-16 12:19:00,13878.0,United Kingdom,475,1281.53,F,2021,10,16,12,sábado
569731,2021-10-06 09:48:00,13999.0,United Kingdom,142,308.44,F,2021,10,6,9,miércoles
C546080,2021-03-09 11:18:00,15078.0,United Kingdom,-1,-12.75,ND,2021,3,9,11,martes
564136,2021-08-23 11:16:00,14404.0,United Kingdom,164,309.24,F,2021,8,23,11,lunes
562276,2021-08-04 10:23:00,17735.0,United Kingdom,538,954.0,F,2021,8,4,10,miércoles
541227,2021-01-14 15:29:00,16839.0,United Kingdom,80,349.2,F,2021,1,14,15,jueves
572846,2021-10-26 12:14:00,14550.0,United Kingdom,207,340.79,F,2021,10,26,12,martes
566619,2021-09-14 09:16:00,13798.0,United Kingdom,196,327.8,F,2021,9,14,9,martes
546250,2021-03-10 14:14:00,14350.0,United Kingdom,183,282.93,F,2021,3,10,14,miércoles
569331,2021-10-03 13:39:00,16875.0,United Kingdom,581,957.33,F,2021,10,3,13,domingo
547580,2021-03-24 10:48:00,13488.0,United Kingdom,259,713.95,F,2021,3,24,10,miércoles
568896,2021-09-29 13:13:00,16361.0,United Kingdom,206,334.94,F,2021,9,29,13,miércoles
557872,2021-06-23 12:42:00,14911.0,EIRE,187,370.85,F,2021,6,23,12,miércoles
543170,2021-02-04 09:03:00,17334.0,United Kingdom,290,296.52,F,2021,2,4,9,jueves
566433,2021-09-12 14:54:00,16839.0,United Kingdom,438,987.94,F,2021,9,12,14,domingo
564220,2021-08-24 09:34:00,,United Kingdom,1,0.0,F,2021,8,24,9,martes
548650,2021-04-01 13:22:00,14852.0,United Kingdom,368,490.4,F,2021,4,1,13,jueves
547361,2021-03-22 12:31:00,15298.0,United Kingdom,168,365.36,F,2021,3,22,12,lunes
571184,2021-10-14 11:09:00,15478.0,United Kingdom,288,826.83,F,2021,10,14,11,jueves
563580,2021-08-17 15:53:00,16706.0,United Kingdom,165,291.53,F,2021,8,17,15,martes
555008,2021-05-31 10:24:00,17061.0,United Kingdom,66,382.7,F,2021,5,31,10,lunes
547829,2021-03-25 15:24:00,16081.0,United Kingdom,241,410.53,F,2021,3,25,15,jueves
555162,2021-06-01 10:15:00,12473.0,Germany,557,672.19,F,2021,6,1,10,martes
576889,2021-11-16 17:24:00,12748.0,United Kingdom,149,293.92,F,2021,11,16,17,martes
544928,2021-02-24 18:07:00,,United Kingdom,332,1336.1,F,2021,2,24,18,miércoles
569225,2021-10-02 14:25:00,16930.0,United Kingdom,185,195.31,F,2021,10,2,14,sábado
546092,2021-03-09 11:54:00,17138.0,United Kingdom,126,380.5,F,2021,3,9,11,martes
552710,2021-05-11 07:35:00,13098.0,United Kingdom,1015,1974.06,F,2021,5,11,7,martes
C569960,2021-10-06 18:40:00,18172.0,United Kingdom,-2,-5.83,ND,2021,10,6,18,miércoles
580883,2021-12-06 12:21:00,16979.0,United Kingdom,58,231.74,F,2021,12,6,12,lunes
547715,2021-03-25 08:50:00,12520.0,Germany,128,246.54,F,2021,3,25,8,jueves
537455,2020-12-07 09:31:00,,United Kingdom,-70,0.0,F,2020,12,7,9,lunes
576603,2021-11-15 15:22:00,14911.0,EIRE,195,524.28,F,2021,11,15,15,lunes
581256,2021-12-08 11:21:00,,United Kingdom,1074,4839.42,F,2021,12,8,11,miércoles
578032,2021-11-22 13:41:00,16633.0,United Kingdom,261,647.94,F,2021,11,22,13,lunes
539714,2020-12-21 12:44:00,,United Kingdom,3,2.55,F,2020,12,21,12,lunes
560890,2021-07-21 16:43:00,,United Kingdom,1,0.0,F,2021,7,21,16,miércoles
566074,2021-09-09 08:48:00,12535.0,France,104,344.9,F,2021,9,9,8,jueves
548016,2021-03-29 11:39:00,16871.0,United Kingdom,36,35.04,F,2021,3,29,11,lunes
563616,2021-08-18 09:39:00,13027.0,United Kingdom,3840,1536.0,F,2021,8,18,9,miércoles
557611,2021-06-21 12:35:00,17695.0,United Kingdom,358,353.6,F,2021,6,21,12,lunes
542124,2021-01-25 14:45:00,14248.0,United Kingdom,102,302.58,F,2021,1,25,14,lunes
580631,2021-12-05 12:13:00,16682.0,United Kingdom,170,110.86,F,2021,12,5,12,domingo
547020,2021-03-18 15:42:00,17017.0,United Kingdom,287,368.36,F,2021,3,18,15,jueves
550160,2021-04-14 15:46:00,17930.0,United Kingdom,172,390.6,F,2021,4,14,15,miércoles
571475,2021-10-17 14:42:00,15033.0,United Kingdom,250,344.38,F,2021,10,17,14,domingo
551874,2021-05-05 07:37:00,16422.0,United Kingdom,222,385.14,F,2021,5,5,7,miércoles
579555,2021-11-30 11:08:00,16241.0,United Kingdom,357,609.4,F,2021,11,30,11,martes
558477,2021-06-29 16:04:00,,United Kingdom,-1,0.0,F,2021,6,29,16,martes
556531,2021-06-13 11:49:00,15491.0,United Kingdom,321,765.03,F,2021,6,13,11,domingo
543990,2021-02-15 09:59:00,15122.0,United Kingdom,236,397.04,F,2021,2,15,9,lunes
554265,2021-05-23 12:38:00,,United Kingdom,15,33.03,F,2021,5,23,12,domingo
541574,2021-01-19 12:52:00,12826.0,United Kingdom,266,212.72,F,2021,1,19,12,martes
C553150,2021-05-13 14:22:00,17841.0,United Kingdom,-4,-5.88,ND,2021,5,13,14,jueves
C557652,2021-06-21 17:21:00,16145.0,United Kingdom,-10,-16.5,ND,2021,6,21,17,lunes
560819,2021-07-21 10:53:00,,United Kingdom,2,0.0,F,2021,7,21,10,miércoles
568989,2021-09-29 16:41:00,14709.0,United Kingdom,160,311.3,F,2021,9,29,16,miércoles
579937,2021-12-01 10:10:00,13509.0,United Kingdom,135,98.1,F,2021,12,1,10,miércoles
572518,2021-10-24 14:49:00,16353.0,United Kingdom,48,237.6,F,2021,10,24,14,domingo
563854,2021-08-19 15:24:00,12364.0,Belgium,555,623.92,F,2021,8,19,15,jueves
543259,2021-02-04 16:07:00,,United Kingdom,-162,0.0,F,2021,2,4,16,jueves
561199,2021-07-25 14:45:00,14970.0,United Kingdom,50,337.5,F,2021,7,25,14,domingo
579184,2021-11-28 15:17:00,16746.0,United Kingdom,93,301.2,F,2021,11,28,15,domingo
566874,2021-09-15 13:32:00,,United Kingdom,4,5.9,F,2021,9,15,13,miércoles
550756,2021-04-20 12:02:00,14148.0,United Kingdom,16,157.2,F,2021,4,20,12,martes
C553032,2021-05-12 19:44:00,13320.0,United Kingdom,-18,-42.0,ND,2021,5,12,19,miércoles
546480,2021-03-14 11:38:00,13452.0,United Kingdom,1,295.0,F,2021,3,14,11,domingo
553675,2021-05-18 12:52:00,13719.0,United Kingdom,108,205.84,F,2021,5,18,12,martes
562934,2021-08-10 16:56:00,,United Kingdom,355,1763.75,F,2021,8,10,16,martes
C542088,2021-01-25 12:36:00,12553.0,France,-12,-19.8,ND,2021,1,25,12,lunes
544059,2021-02-15 13:00:00,14534.0,United Kingdom,52,120.16,F,2021,2,15,13,lunes
550513,2021-04-18 16:37:00,16928.0,United Kingdom,236,379.56,F,2021,4,18,16,domingo
572723,2021-10-25 15:13:00,,United Kingdom,12,0.0,F,2021,10,25,15,lunes
578719,2021-11-25 11:25:00,17348.0,United Kingdom,175,177.61,F,2021,11,25,11,jueves
C580510,2021-12-04 13:48:00,14456.0,United Kingdom,-1,-1.25,ND,2021,12,4,13,sábado
551776,2021-05-04 11:23:00,13268.0,United Kingdom,226,250.04,F,2021,5,4,11,martes
574491,2021-11-04 13:05:00,16318.0,United Kingdom,199,328.15,F,2021,11,4,13,jueves
566087,2021-09-09 10:24:00,13319.0,United Kingdom,224,493.4,F,2021,9,9,10,jueves
C567520,2021-09-20 16:31:00,12989.0,United Kingdom,-1,-2.1,ND,2021,9,20,16,lunes
544644,2021-02-22 11:46:00,17002.0,United Kingdom,266,513.06,F,2021,2,22,11,lunes
547877,2021-03-27 15:46:00,14573.0,United Kingdom,41,165.83,F,2021,3,27,15,sábado
572318,2021-10-23 16:19:00,15436.0,United Kingdom,227,370.27,F,2021,10,23,16,sábado
547971,2021-03-28 16:37:00,17917.0,United Kingdom,75,119.55,F,2021,3,28,16,domingo
537179,2020-12-05 13:29:00,13767.0,United Kingdom,284,806.28,F,2020,12,5,13,sábado
577531,2021-11-20 13:58:00,,United Kingdom,608,4785.89,F,2021,11,20,13,sábado
564169,2021-08-23 13:55:00,14646.0,Netherlands,288,424.8,F,2021,8,23,13,lunes
561195,2021-07-25 13:57:00,14796.0,United Kingdom,572,564.03,F,2021,7,25,13,domingo
573875,2021-11-01 12:47:00,15018.0,United Kingdom,95,204.87,F,2021,11,1,12,lunes
539840,2020-12-22 14:28:00,12383.0,Belgium,754,600.72,F,2020,12,22,14,martes
576637,2021-11-16 09:34:00,16079.0,United Kingdom,210,313.62,F,2021,11,16,9,martes
579262,2021-11-29 09:13:00,13599.0,United Kingdom,60,93.84,F,2021,11,29,9,lunes
542151,2021-01-26 10:30:00,13491.0,United Kingdom,71,187.85,F,2021,1,26,10,martes
565783,2021-09-06 15:53:00,13122.0,United Kingdom,48,18.72,F,2021,9,6,15,lunes
563534,2021-08-17 11:37:00,14323.0,United Kingdom,128,305.24,F,2021,8,17,11,martes
569537,2021-10-04 15:45:00,13269.0,United Kingdom,90,97.7,F,2021,10,4,15,lunes
569741,2021-10-06 10:52:00,14626.0,United Kingdom,315,610.91,F,2021,10,6,10,miércoles
577138,2021-11-18 09:03:00,13079.0,United Kingdom,6,17.7,F,2021,11,18,9,jueves
581324,2021-12-08 11:53:00,14217.0,United Kingdom,28,94.48,F,2021,12,8,11,miércoles
537674,2020-12-08 09:51:00,15628.0,United Kingdom,250,319.18,F,2020,12,8,9,martes
567507,2021-09-20 14:46:00,,United Kingdom,624,4102.39,F,2021,9,20,14,lunes
569226,2021-10-02 14:31:00,16930.0,United Kingdom,4,11.8,F,2021,10,2,14,sábado
C541818,2021-01-21 16:34:00,17389.0,United Kingdom,-1,-3.75,ND,2021,1,21,16,jueves
554059,2021-05-20 16:25:00,14388.0,United Kingdom,356,458.94,F,2021,5,20,16,jueves
545725,2021-03-07 11:32:00,16621.0,United Kingdom,47,162.85,F,2021,3,7,11,domingo
C541694,2021-01-20 17:06:00,17364.0,United Kingdom,-21,-25.45,ND,2021,1,20,17,miércoles
545514,2021-03-03 12:06:00,15053.0,United Kingdom,257,222.65,F,2021,3,3,12,miércoles
C559136,2021-07-06 13:21:00,17511.0,United Kingdom,-13,-17.49,ND,2021,7,6,13,martes
554866,2021-05-27 10:41:00,13488.0,United Kingdom,291,493.27,F,2021,5,27,10,jueves
581494,2021-12-09 10:13:00,12518.0,Germany,188,339.14,F,2021,12,9,10,jueves
C548015,2021-03-29 11:30:00,13802.0,United Kingdom,-30,-50.7,ND,2021,3,29,11,lunes
549166,2021-04-06 17:21:00,,United Kingdom,3,0.0,F,2021,4,6,17,martes
571824,2021-10-19 11:49:00,12472.0,Germany,923,1376.43,F,2021,10,19,11,martes
546394,2021-03-11 14:26:00,17164.0,United Kingdom,427,627.13,F,2021,3,11,14,jueves
C577750,2021-11-21 14:30:00,12878.0,United Kingdom,-11,-13.35,ND,2021,11,21,14,domingo
549583,2021-04-11 09:46:00,15214.0,United Kingdom,402,514.93,F,2021,4,11,9,domingo
568149,2021-09-25 11:38:00,14285.0,United Kingdom,293,1247.53,F,2021,9,25,11,sábado
C569993,2021-10-06 20:28:00,17633.0,United Kingdom,-4,-15.0,ND,2021,10,6,20,miércoles
563550,2021-08-17 12:50:00,14194.0,United Kingdom,214,508.12,F,2021,8,17,12,martes
548533,2021-03-31 17:17:00,13883.0,United Kingdom,457,980.41,F,2021,3,31,17,miércoles
551337,2021-04-27 16:54:00,16418.0,United Kingdom,87,145.91,F,2021,4,27,16,martes
558365,2021-06-28 15:28:00,13631.0,United Kingdom,40,250.0,F,2021,6,28,15,lunes
567904,2021-09-22 16:34:00,12609.0,Germany,130,326.12,F,2021,9,22,16,miércoles
560241,2021-07-17 12:02:00,13967.0,United Kingdom,42,80.7,F,2021,7,17,12,sábado
558195,2021-06-27 12:32:00,17735.0,United Kingdom,528,701.88,F,2021,6,27,12,domingo
573494,2021-10-31 11:57:00,,United Kingdom,-24,0.0,F,2021,10,31,11,domingo
538657,2020-12-13 15:26:00,15867.0,United Kingdom,63,201.4,F,2020,12,13,15,domingo
C551670,2021-05-03 12:38:00,15898.0,United Kingdom,-2,-4.2,ND,2021,5,3,12,lunes
540172,2021-01-05 12:29:00,18109.0,United Kingdom,54,138.98,F,2021,1,5,12,martes
577543,2021-11-20 14:40:00,17636.0,United Kingdom,182,285.56,F,2021,11,20,14,sábado
C554926,2021-05-27 12:59:00,16422.0,United Kingdom,-24,-15.6,ND,2021,5,27,12,jueves
567793,2021-09-22 11:40:00,12657.0,France,259,618.44,F,2021,9,22,11,miércoles
537692,2020-12-08 10:40:00,14796.0,United Kingdom,434,671.21,F,2020,12,8,10,martes
537789,2020-12-08 12:49:00,14051.0,United Kingdom,214,623.42,F,2020,12,8,12,martes
C570274,2021-10-10 10:52:00,13113.0,United Kingdom,-39,-113.55,ND,2021,10,10,10,domingo
