N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Tipo de factura,Año,Mes,Día,Hora,Día de la semana,NumeroOrden
567168,2021-09-18 12:24:00,14878.0,United Kingdom,67,110.69,F,2021,9,18,12,sábado,12313
C569485,2021-10-04 12:47:00,12705.0,Germany,-3,-7.05,ND,2021,10,4,12,lunes,21299
545011,2021-02-25 13:05:00,13666.0,United Kingdom,13,43.65,F,2021,2,25,13,jueves,3280
540701,2021-01-11 09:48:00,15640.0,United Kingdom,348,602.44,F,2021,1,11,9,lunes,1667
575332,2021-11-09 13:53:00,13209.0,United Kingdom,48,85.92,F,2021,11,9,13,martes,15812
573325,2021-10-30 10:58:00,15370.0,United Kingdom,28,313.8,F,2021,10,30,10,sábado,14947
537618,2020-12-07 13:50:00,15061.0,United Kingdom,956,2022.16,F,2020,12,7,13,lunes,542
556684,2021-06-14 09:57:00,12901.0,United Kingdom,12,83.4,F,2021,6,14,9,lunes,8027
557676,2021-06-22 10:28:00,15804.0,United Kingdom,314,600.03,F,2021,6,22,10,martes,8427
549910,2021-04-12 17:12:00,16697.0,United Kingdom,27,112.75,F,2021,4,12,17,lunes,5207
567897,2021-09-22 16:07:00,12364.0,Belgium,181,79.8,F,2021,9,22,16,miércoles,12614
537780,2020-12-08 12:45:00,17324.0,United Kingdom,51,127.05,F,2020,12,8,12,martes,617
555093,2021-05-31 13:15:00,12720.0,Germany,32,74.96,F,2021,5,31,13,lunes,7384
547923,2021-03-28 13:35:00,14344.0,United Kingdom,23,82.55,F,2021,3,28,13,domingo,4505
C556457,2021-06-10 16:50:00,15856.0,United Kingdom,-7,-49.35,ND,2021,6,10,16,jueves,20241
542549,2021-01-28 14:45:00,15696.0,United Kingdom,4,19.8,F,2021,1,28,14,jueves,2297
573928,2021-11-02 10:07:00,16839.0,United Kingdom,365,599.25,F,2021,11,2,10,martes,15182
C545689,2021-03-06 12:43:00,16033.0,United Kingdom,-2,-5.64,ND,2021,3,6,12,sábado,19352
C540030,2021-01-04 13:47:00,16029.0,United Kingdom,-24,-90.0,ND,2021,1,4,13,lunes,18847
556910,2021-06-15 13:25:00,12748.0,United Kingdom,859,873.87,F,2021,6,15,13,martes,8107
580026,2021-12-01 11:59:00,17381.0,United Kingdom,360,308.16,F,2021,12,1,11,miércoles,17792
558447,2021-06-29 13:40:00,15311.0,United Kingdom,480,856.32,F,2021,6,29,13,martes,8722
C565323,2021-09-02 13:16:00,14606.0,United Kingdom,-3,-12.65,ND,2021,9,2,13,jueves,20976
549428,2021-04-08 12:01:00,15815.0,United Kingdom,192,453.0,F,2021,4,8,12,jueves,5029
536639,2020-12-02 11:45:00,15111.0,United Kingdom,106,288.5,F,2020,12,2,11,miércoles,160
544423,2021-02-18 15:23:00,12553.0,France,15,6.3,F,2021,2,18,15,jueves,3039
536977,2020-12-03 14:18:00,17954.0,United Kingdom,60,108.78,F,2020,12,3,14,jueves,294
C564490,2021-08-25 14:14:00,13266.0,United Kingdom,-3,-2.73,ND,2021,8,25,14,miércoles,20908
572121,2021-10-20 19:51:00,17092.0,United Kingdom,524,788.11,F,2021,10,20,19,miércoles,14431
570245,2021-10-09 16:11:00,14415.0,United Kingdom,141,281.11,F,2021,10,9,16,sábado,13676
544673,2021-02-22 15:46:00,13421.0,United Kingdom,495,825.04,F,2021,2,22,15,lunes,3142
543653,2021-02-11 10:26:00,14796.0,United Kingdom,188,354.11,F,2021,2,11,10,jueves,2748
549559,2021-04-10 13:25:00,12447.0,Belgium,190,476.49,F,2021,4,10,13,sábado,5073
549238,2021-04-07 11:30:00,14667.0,United Kingdom,205,388.77,F,2021,4,7,11,miércoles,4949
564479,2021-08-25 13:12:00,12682.0,France,206,470.4,F,2021,8,25,13,miércoles,11234
552968,2021-05-12 13:33:00,16184.0,United Kingdom,26,148.22,F,2021,5,12,13,miércoles,6473
537655,2020-12-07 16:20:00,15081.0,United Kingdom,57,111.15,F,2020,12,7,16,lunes,562
551851,2021-05-04 14:43:00,17511.0,United Kingdom,200,997.5,F,2021,5,4,14,martes,5981
570088,2021-10-07 11:32:00,16764.0,United Kingdom,95,237.86,F,2021,10,7,11,jueves,13586
542102,2021-01-25 13:26:00,12744.0,Singapore,1091,2053.07,F,2021,1,25,13,lunes,2143
547059,2021-03-20 12:50:00,14693.0,United Kingdom,34,172.9,F,2021,3,20,12,sábado,4145
547566,2021-03-24 09:42:00,12811.0,Portugal,1,27.0,F,2021,3,24,9,miércoles,4328
544042,2021-02-15 11:52:00,14527.0,United Kingdom,29,91.2,F,2021,2,15,11,lunes,2859
547820,2021-03-25 14:46:00,13743.0,United Kingdom,156,141.72,F,2021,3,25,14,jueves,4434
574098,2021-11-03 10:03:00,16337.0,United Kingdom,87,151.05,F,2021,11,3,10,miércoles,15270
569659,2021-10-05 13:04:00,14099.0,United Kingdom,218,363.18,F,2021,10,5,13,martes,13396
567213,2021-09-19 11:04:00,14684.0,United Kingdom,84,129.33,F,2021,9,19,11,domingo,12349
C550536,2021-04-19 11:20:00,16325.0,United Kingdom,-18,-53.1,ND,2021,4,19,11,lunes,19761
548714,2021-04-03 15:07:00,17337.0,United Kingdom,264,467.3,F,2021,4,3,15,sábado,4791
550723,2021-04-20 11:19:00,17454.0,United Kingdom,57,115.43,F,2021,4,20,11,martes,5571
571028,2021-10-13 12:21:00,16770.0,United Kingdom,93,113.62,F,2021,10,13,12,miércoles,13953
570843,2021-10-12 14:22:00,17293.0,United Kingdom,159,236.31,F,2021,10,12,14,martes,13908
546164,2021-03-10 10:04:00,15939.0,United Kingdom,165,547.35,F,2021,3,10,10,miércoles,3765
567145,2021-09-16 15:09:00,12921.0,United Kingdom,354,549.46,F,2021,9,16,15,jueves,12297
573019,2021-10-27 12:33:00,15145.0,United Kingdom,190,312.34,F,2021,10,27,12,miércoles,14805
576651,2021-11-16 10:37:00,14626.0,United Kingdom,209,609.07,F,2021,11,16,10,martes,16383
557218,2021-06-17 12:31:00,17426.0,United Kingdom,36,98.16,F,2021,6,17,12,jueves,8232
563438,2021-08-16 12:59:00,13743.0,United Kingdom,168,166.32,F,2021,8,16,12,lunes,10772
569367,2021-10-03 15:28:00,13994.0,United Kingdom,378,808.11,F,2021,10,3,15,domingo,13258
556462,2021-06-12 10:46:00,14450.0,United Kingdom,89,213.8,F,2021,6,12,10,sábado,7935
562604,2021-08-08 10:51:00,17611.0,United Kingdom,270,301.6,F,2021,8,8,10,domingo,10443
578666,2021-11-24 17:06:00,17727.0,United Kingdom,645,1060.25,F,2021,11,24,17,miércoles,17279
566079,2021-09-09 09:52:00,17593.0,United Kingdom,782,985.62,F,2021,9,9,9,jueves,11855
553738,2021-05-19 08:55:00,17469.0,United Kingdom,130,305.36,F,2021,5,19,8,miércoles,6819
C549535,2021-04-08 17:14:00,14110.0,United Kingdom,-2,-13.5,ND,2021,4,8,17,jueves,19664
579135,2021-11-28 12:44:00,18096.0,United Kingdom,218,288.44,F,2021,11,28,12,domingo,17472
543463,2021-02-08 14:06:00,15311.0,United Kingdom,518,694.27,F,2021,2,8,14,lunes,2666
C546256,2021-03-10 14:56:00,15738.0,United Kingdom,-6,-7.5,ND,2021,3,10,14,miércoles,19417
568323,2021-09-26 13:45:00,15078.0,United Kingdom,136,304.36,F,2021,9,26,13,domingo,12818
578307,2021-11-23 15:53:00,17290.0,United Kingdom,276,353.03,F,2021,11,23,15,martes,17162
550838,2021-04-21 11:31:00,14577.0,United Kingdom,60,121.11,F,2021,4,21,11,miércoles,5627
568549,2021-09-27 14:52:00,13950.0,United Kingdom,69,144.35,F,2021,9,27,14,lunes,12908
569932,2021-10-06 17:51:00,18221.0,United Kingdom,148,171.8,F,2021,10,6,17,miércoles,13546
C548713,2021-04-03 14:53:00,17337.0,United Kingdom,-16,-39.2,ND,2021,4,3,14,sábado,19608
546563,2021-03-15 10:49:00,15047.0,United Kingdom,222,343.62,F,2021,3,15,10,lunes,3927
C557022,2021-06-16 12:56:00,16942.0,United Kingdom,-4,-26.48,ND,2021,6,16,12,miércoles,20294
C564209,2021-08-24 09:07:00,14189.0,United Kingdom,-2,-6.37,ND,2021,8,24,9,martes,20882
C543637,2021-02-10 16:35:00,15738.0,United Kingdom,-8,-13.2,ND,2021,2,10,16,miércoles,19157
574476,2021-11-04 12:20:00,17203.0,United Kingdom,147,215.23,F,2021,11,4,12,jueves,15404
566269,2021-09-11 13:39:00,17864.0,United Kingdom,380,272.31,F,2021,9,11,13,sábado,11951
559636,2021-07-11 12:01:00,13058.0,United Kingdom,9,47.55,F,2021,7,11,12,domingo,9191
542590,2021-01-28 16:18:00,17920.0,United Kingdom,83,159.85,F,2021,1,28,16,jueves,2305
551814,2021-05-04 11:45:00,18065.0,United Kingdom,34,95.8,F,2021,5,4,11,martes,5954
550352,2021-04-18 10:21:00,16719.0,United Kingdom,125,225.72,F,2021,4,18,10,domingo,5440
558644,2021-07-01 10:16:00,14156.0,EIRE,19,679.1,F,2021,7,1,10,jueves,8810
579013,2021-11-28 09:48:00,18229.0,United Kingdom,82,317.1,F,2021,11,28,9,domingo,17429
566204,2021-09-09 14:58:00,14628.0,United Kingdom,166,340.38,F,2021,9,9,14,jueves,11898
536750,2020-12-02 14:04:00,17850.0,United Kingdom,118,434.8,F,2020,12,2,14,miércoles,194
548401,2021-03-31 09:07:00,14479.0,United Kingdom,59,141.85,F,2021,3,31,9,miércoles,4648
539272,2020-12-16 15:29:00,15759.0,United Kingdom,32,97.24,F,2020,12,16,15,miércoles,1181
569573,2021-10-05 10:11:00,17511.0,United Kingdom,2085,3855.84,F,2021,10,5,10,martes,13363
559511,2021-07-08 15:31:00,15920.0,United Kingdom,3,2.37,F,2021,7,8,15,jueves,9151
567511,2021-09-20 14:57:00,13094.0,United Kingdom,216,228.96,F,2021,9,20,14,lunes,12459
561646,2021-07-28 15:19:00,16029.0,United Kingdom,248,477.6,F,2021,7,28,15,miércoles,10006
564353,2021-08-24 15:08:00,15764.0,United Kingdom,1165,1564.7,F,2021,8,24,15,martes,11186
569571,2021-10-05 10:09:00,16684.0,United Kingdom,2788,2487.4,F,2021,10,5,10,martes,13361
553873,2021-05-19 14:42:00,14859.0,United Kingdom,209,296.86,F,2021,5,19,14,miércoles,6870
571298,2021-10-17 08:14:00,15769.0,United Kingdom,1300,2327.0,F,2021,10,17,8,domingo,14107
C564212,2021-08-24 09:13:00,13209.0,United Kingdom,-5,-16.15,ND,2021,8,24,9,martes,20885
564559,2021-08-26 09:37:00,15811.0,United Kingdom,292,478.96,F,2021,8,26,9,jueves,11270
566575,2021-09-13 13:15:00,17133.0,United Kingdom,1238,1658.9,F,2021,9,13,13,lunes,12086
554837,2021-05-26 16:30:00,14584.0,United Kingdom,79,254.42,F,2021,5,26,16,miércoles,7272
566914,2021-09-15 14:08:00,15466.0,United Kingdom,246,334.53,F,2021,9,15,14,miércoles,12228
562263,2021-08-03 15:45:00,17514.0,United Kingdom,135,208.65,F,2021,8,3,15,martes,10273
546498,2021-03-14 11:44:00,15493.0,United Kingdom,155,538.76,F,2021,3,14,11,domingo,3890
554351,2021-05-24 08:53:00,15132.0,United Kingdom,118,176.1,F,2021,5,24,8,lunes,7101
538049,2020-12-09 13:21:00,12748.0,United Kingdom,8,18.4,F,2020,12,9,13,miércoles,726
544301,2021-02-17 12:59:00,14606.0,United Kingdom,76,147.33,F,2021,2,17,12,miércoles,2980
559656,2021-07-11 12:57:00,13675.0,United Kingdom,126,178.38,F,2021,7,11,12,domingo,9200
562341,2021-08-04 12:13:00,15005.0,United Kingdom,195,192.28,F,2021,8,4,12,miércoles,10294
C539055,2020-12-15 16:36:00,13829.0,United Kingdom,-12,-102.0,ND,2020,12,15,16,martes,18746
575624,2021-11-10 13:18:00,18217.0,United Kingdom,223,303.85,F,2021,11,10,13,miércoles,15908
557472,2021-06-20 13:27:00,12432.0,Norway,1090,2862.06,F,2021,6,20,13,domingo,8349
575211,2021-11-09 10:39:00,17377.0,United Kingdom,137,287.51,F,2021,11,9,10,martes,15770
561936,2021-08-01 12:57:00,14403.0,United Kingdom,16,204.0,F,2021,8,1,12,domingo,10155
554272,2021-05-23 13:08:00,12901.0,United Kingdom,3863,2843.6,F,2021,5,23,13,domingo,7071
578093,2021-11-22 17:21:00,14911.0,EIRE,376,302.24,F,2021,11,22,17,lunes,17047
544078,2021-02-15 15:41:00,16073.0,United Kingdom,48,122.4,F,2021,2,15,15,lunes,2884
C563224,2021-08-14 14:33:00,12409.0,Switzerland,-1,-4.95,ND,2021,8,14,14,sábado,20816
572210,2021-10-21 12:12:00,13755.0,United Kingdom,52,124.8,F,2021,10,21,12,jueves,14461
553678,2021-05-18 13:00:00,14009.0,United Kingdom,223,380.91,F,2021,5,18,13,martes,6780
575970,2021-11-13 12:50:00,16416.0,United Kingdom,127,372.68,F,2021,11,13,12,sábado,16106
565397,2021-09-02 16:43:00,14171.0,United Kingdom,167,363.79,F,2021,9,2,16,jueves,11552
547080,2021-03-20 15:06:00,15445.0,United Kingdom,58,113.5,F,2021,3,20,15,sábado,4166
574958,2021-11-08 10:00:00,14050.0,United Kingdom,242,260.38,F,2021,11,8,10,lunes,15648
542584,2021-01-28 15:21:00,18016.0,United Kingdom,55,168.1,F,2021,1,28,15,jueves,2301
564057,2021-08-22 14:20:00,15296.0,United Kingdom,134,508.0,F,2021,8,22,14,domingo,11051
562092,2021-08-02 12:55:00,16133.0,United Kingdom,278,457.86,F,2021,8,2,12,lunes,10195
544271,2021-02-17 11:46:00,17083.0,United Kingdom,190,304.66,F,2021,2,17,11,miércoles,2964
564503,2021-08-25 14:23:00,13971.0,United Kingdom,224,331.26,F,2021,8,25,14,miércoles,11244
577772,2021-11-21 15:53:00,18139.0,United Kingdom,536,689.52,F,2021,11,21,15,domingo,16899
565586,2021-09-05 13:22:00,16172.0,United Kingdom,24,33.04,F,2021,9,5,13,domingo,11646
543242,2021-02-04 14:03:00,15090.0,United Kingdom,208,381.32,F,2021,2,4,14,jueves,2578
565447,2021-09-04 15:20:00,14107.0,United Kingdom,326,625.1,F,2021,9,4,15,sábado,11596
561004,2021-07-22 14:47:00,15189.0,United Kingdom,89,304.87,F,2021,7,22,14,jueves,9746
539642,2020-12-20 15:35:00,15867.0,United Kingdom,142,242.92,F,2020,12,20,15,domingo,1337
560366,2021-07-18 12:19:00,16859.0,United Kingdom,451,487.97,F,2021,7,18,12,domingo,9506
543482,2021-02-08 17:16:00,17881.0,United Kingdom,32,133.35,F,2021,2,8,17,lunes,2678
578271,2021-11-23 13:40:00,13899.0,United Kingdom,34,90.02,F,2021,11,23,13,martes,17130
549305,2021-04-08 08:40:00,15189.0,United Kingdom,46,152.3,F,2021,4,8,8,jueves,5001
575595,2021-11-10 12:13:00,15452.0,United Kingdom,60,125.4,F,2021,11,10,12,miércoles,15892
580120,2021-12-01 16:38:00,12553.0,France,169,277.02,F,2021,12,1,16,miércoles,17863
544178,2021-02-16 14:40:00,14543.0,United Kingdom,105,388.05,F,2021,2,16,14,martes,2940
567157,2021-09-16 17:33:00,12748.0,United Kingdom,216,663.6,F,2021,9,16,17,jueves,12302
560641,2021-07-20 11:00:00,15587.0,United Kingdom,36,111.96,F,2021,7,20,11,martes,9603
573185,2021-10-28 11:34:00,17730.0,United Kingdom,168,417.36,F,2021,10,28,11,jueves,14900
555705,2021-06-06 15:24:00,14713.0,United Kingdom,137,247.61,F,2021,6,6,15,domingo,7646
580984,2021-12-06 16:32:00,16711.0,United Kingdom,344,295.6,F,2021,12,6,16,lunes,18268
559313,2021-07-07 13:44:00,16325.0,United Kingdom,58,225.2,F,2021,7,7,13,miércoles,9072
575698,2021-11-10 16:51:00,16094.0,United Kingdom,314,431.56,F,2021,11,10,16,miércoles,15956
572219,2021-10-21 13:17:00,17463.0,United Kingdom,244,452.46,F,2021,10,21,13,jueves,14470
577337,2021-11-18 14:51:00,15494.0,United Kingdom,71,171.85,F,2021,11,18,14,jueves,16710
576693,2021-11-16 12:22:00,13199.0,United Kingdom,300,443.4,F,2021,11,16,12,martes,16413
575894,2021-11-11 14:25:00,12748.0,United Kingdom,787,220.7,F,2021,11,11,14,jueves,16049
580727,2021-12-05 17:17:00,14096.0,United Kingdom,2193,8935.98,F,2021,12,5,17,domingo,18166
568316,2021-09-26 13:21:00,16407.0,United Kingdom,132,265.14,F,2021,9,26,13,domingo,12811
574533,2021-11-04 14:24:00,12928.0,United Kingdom,566,592.56,F,2021,11,4,14,jueves,15429
547494,2021-03-23 12:08:00,18191.0,United Kingdom,140,207.8,F,2021,3,23,12,martes,4286
545183,2021-02-28 14:59:00,15570.0,United Kingdom,100,314.9,F,2021,2,28,14,domingo,3375
559806,2021-07-12 14:26:00,13311.0,United Kingdom,271,490.11,F,2021,7,12,14,lunes,9259
538169,2020-12-09 19:28:00,13230.0,United Kingdom,33,93.45,F,2020,12,9,19,miércoles,774
545163,2021-02-28 13:39:00,16607.0,United Kingdom,139,216.05,F,2021,2,28,13,domingo,3367
573020,2021-10-27 12:37:00,14842.0,United Kingdom,455,923.17,F,2021,10,27,12,miércoles,14806
573111,2021-10-27 15:25:00,17677.0,United Kingdom,72,128.88,F,2021,10,27,15,miércoles,14843
565844,2021-09-07 12:19:00,17442.0,United Kingdom,247,331.24,F,2021,9,7,12,martes,11754
540242,2021-01-05 15:30:00,15046.0,United Kingdom,275,511.95,F,2021,1,5,15,martes,1476
571672,2021-10-18 13:15:00,13880.0,United Kingdom,154,322.1,F,2021,10,18,13,lunes,14240
C571814,2021-10-19 11:45:00,14477.0,United Kingdom,-1,-1.79,ND,2021,10,19,11,martes,21491
C556966,2021-06-16 09:55:00,13523.0,United Kingdom,-7,-209.5,ND,2021,6,16,9,miércoles,20292
C550355,2021-04-18 10:29:00,13811.0,Germany,-1,-222.75,ND,2021,4,18,10,domingo,19735
578703,2021-11-25 11:02:00,17385.0,United Kingdom,201,261.11,F,2021,11,25,11,jueves,17310
C573037,2021-10-27 13:45:00,12471.0,Germany,-41,-176.43,ND,2021,10,27,13,miércoles,21589
C570845,2021-10-12 14:29:00,17017.0,United Kingdom,-13,-15.22,ND,2021,10,12,14,martes,21434
554372,2021-05-24 10:50:00,13842.0,United Kingdom,142,301.14,F,2021,5,24,10,lunes,7119
550357,2021-04-18 10:35:00,16617.0,United Kingdom,91,151.85,F,2021,4,18,10,domingo,5442
579109,2021-11-28 11:45:00,16705.0,United Kingdom,24,34.8,F,2021,11,28,11,domingo,17457
578509,2021-11-24 13:17:00,12705.0,Germany,131,183.5,F,2021,11,24,13,miércoles,17235
546243,2021-03-10 13:08:00,15308.0,United Kingdom,175,310.47,F,2021,3,10,13,miércoles,3787
552811,2021-05-11 12:43:00,17677.0,United Kingdom,995,1798.33,F,2021,5,11,12,martes,6380
C554333,2021-05-23 17:15:00,13310.0,United Kingdom,-5,-10.55,ND,2021,5,23,17,domingo,20041
C566942,2021-09-15 16:16:00,17139.0,United Kingdom,-15,-54.1,ND,2021,9,15,16,miércoles,21091
570857,2021-10-12 15:06:00,15555.0,United Kingdom,38,167.47,F,2021,10,12,15,martes,13918
546538,2021-03-14 14:51:00,16327.0,United Kingdom,359,582.35,F,2021,3,14,14,domingo,3910
566261,2021-09-11 12:46:00,13372.0,United Kingdom,159,378.64,F,2021,9,11,12,sábado,11944
C574500,2021-11-04 13:14:00,15598.0,United Kingdom,-2,-2.5,ND,2021,11,4,13,jueves,21683
565796,2021-09-07 10:07:00,14916.0,United Kingdom,226,266.48,F,2021,9,7,10,martes,11740
555203,2021-06-01 12:13:00,17191.0,United Kingdom,160,354.82,F,2021,6,1,12,martes,7426
577218,2021-11-18 12:02:00,13117.0,United Kingdom,242,143.14,F,2021,11,18,12,jueves,16666
C555409,2021-06-03 09:18:00,13854.0,United Kingdom,-7,-17.85,ND,2021,6,3,9,jueves,20172
543833,2021-02-14 10:24:00,12476.0,Germany,47,160.2,F,2021,2,14,10,domingo,2810
545002,2021-02-25 12:43:00,13001.0,United Kingdom,220,278.28,F,2021,2,25,12,jueves,3278
556038,2021-06-08 12:38:00,13184.0,United Kingdom,179,173.66,F,2021,6,8,12,martes,7763
563205,2021-08-14 12:03:00,14040.0,United Kingdom,261,338.06,F,2021,8,14,12,sábado,10675
549693,2021-04-11 13:43:00,14696.0,United Kingdom,135,284.35,F,2021,4,11,13,domingo,5128
579286,2021-11-29 10:57:00,17772.0,United Kingdom,53,156.47,F,2021,11,29,10,lunes,17560
558452,2021-06-29 13:51:00,15208.0,United Kingdom,134,258.12,F,2021,6,29,13,martes,8723
541012,2021-01-13 11:48:00,17019.0,United Kingdom,244,271.09,F,2021,1,13,11,miércoles,1769
537201,2020-12-05 14:19:00,12472.0,Germany,972,1631.3,F,2020,12,5,14,sábado,380
547384,2021-03-22 15:46:00,12613.0,Germany,1,18.0,F,2021,3,22,15,lunes,4258
569824,2021-10-06 12:22:00,17295.0,United Kingdom,170,279.36,F,2021,10,6,12,miércoles,13478
541785,2021-01-21 12:40:00,14779.0,United Kingdom,14,85.6,F,2021,1,21,12,jueves,2016
543015,2021-02-02 13:46:00,14188.0,United Kingdom,223,398.0,F,2021,2,2,13,martes,2479
563509,2021-08-17 10:46:00,16092.0,United Kingdom,183,224.13,F,2021,8,17,10,martes,10798
C543755,2021-02-11 14:48:00,14304.0,United Kingdom,-85,-186.35,ND,2021,2,11,14,jueves,19177
537163,2020-12-05 13:21:00,17863.0,United Kingdom,276,384.72,F,2020,12,5,13,sábado,368
544643,2021-02-22 11:43:00,13038.0,United Kingdom,186,395.1,F,2021,2,22,11,lunes,3118
C556281,2021-06-09 20:32:00,14040.0,United Kingdom,-1,-4.05,ND,2021,6,9,20,miércoles,20229
574559,2021-11-04 15:50:00,14056.0,United Kingdom,342,473.72,F,2021,11,4,15,jueves,15442
569575,2021-10-05 10:37:00,16106.0,United Kingdom,74,108.38,F,2021,10,5,10,martes,13365
563698,2021-08-18 13:46:00,14667.0,United Kingdom,100,248.85,F,2021,8,18,13,miércoles,10877
568368,2021-09-26 16:13:00,17997.0,United Kingdom,65,133.59,F,2021,9,26,16,domingo,12838
C555362,2021-06-02 14:15:00,15785.0,United Kingdom,-1,-0.83,ND,2021,6,2,14,miércoles,20164
C545678,2021-03-06 10:49:00,16678.0,United Kingdom,-2,-2.5,ND,2021,3,6,10,sábado,19350
577182,2021-11-18 11:39:00,16945.0,United Kingdom,186,304.7,F,2021,11,18,11,jueves,16662
551982,2021-05-05 13:56:00,15023.0,United Kingdom,631,1051.99,F,2021,5,5,13,miércoles,6045
580280,2021-12-02 13:15:00,16133.0,United Kingdom,110,318.06,F,2021,12,2,13,jueves,17932
574067,2021-11-02 14:50:00,14088.0,United Kingdom,1161,3962.85,F,2021,11,2,14,martes,15246
562440,2021-08-04 18:07:00,12931.0,United Kingdom,48,204.0,F,2021,8,4,18,miércoles,10346
545688,2021-03-06 12:42:00,16033.0,United Kingdom,212,635.17,F,2021,3,6,12,sábado,3588
575898,2021-11-11 15:08:00,16368.0,United Kingdom,124,302.48,F,2021,11,11,15,jueves,16053
C554203,2021-05-23 12:14:00,14573.0,United Kingdom,-1,-1.95,ND,2021,5,23,12,domingo,20030
536618,2020-12-02 10:17:00,17017.0,United Kingdom,600,780.12,F,2020,12,2,10,miércoles,141
557754,2021-06-22 13:12:00,12432.0,Norway,1,700.0,F,2021,6,22,13,martes,8445
581477,2021-12-09 08:59:00,13426.0,United Kingdom,144,291.78,F,2021,12,9,8,jueves,18498
549101,2021-04-06 11:34:00,14606.0,United Kingdom,92,146.92,F,2021,4,6,11,martes,4905
559044,2021-07-05 15:37:00,17306.0,United Kingdom,460,426.2,F,2021,7,5,15,lunes,8966
550194,2021-04-15 09:43:00,15270.0,United Kingdom,265,300.25,F,2021,4,15,9,jueves,5352
554031,2021-05-20 13:58:00,16497.0,United Kingdom,85,144.38,F,2021,5,20,13,jueves,6949
561512,2021-07-27 15:09:00,14534.0,United Kingdom,143,223.39,F,2021,7,27,15,martes,9946
536605,2020-12-02 08:52:00,13715.0,United Kingdom,107,272.65,F,2020,12,2,8,miércoles,129
552825,2021-05-11 13:18:00,15296.0,United Kingdom,362,578.48,F,2021,5,11,13,martes,6393
564717,2021-08-28 11:19:00,15669.0,United Kingdom,72,130.8,F,2021,8,28,11,sábado,11321
576275,2021-11-14 14:28:00,17044.0,United Kingdom,504,948.48,F,2021,11,14,14,domingo,16231
549943,2021-04-13 12:09:00,13544.0,United Kingdom,75,122.91,F,2021,4,13,12,martes,5232
C557665,2021-06-21 18:02:00,13384.0,United Kingdom,-2,-10.9,ND,2021,6,21,18,lunes,20356
570685,2021-10-11 16:25:00,13208.0,United Kingdom,213,382.35,F,2021,10,11,16,lunes,13844
554987,2021-05-29 12:48:00,14823.0,United Kingdom,16,68.65,F,2021,5,29,12,sábado,7347
547273,2021-03-22 11:05:00,14530.0,United Kingdom,148,448.65,F,2021,3,22,11,lunes,4229
544903,2021-02-24 13:43:00,18065.0,United Kingdom,139,405.03,F,2021,2,24,13,miércoles,3230
541980,2021-01-24 15:09:00,12421.0,Spain,104,157.45,F,2021,1,24,15,domingo,2101
564225,2021-08-24 10:06:00,17268.0,United Kingdom,432,452.16,F,2021,8,24,10,martes,11133
C546170,2021-03-10 10:29:00,15034.0,United Kingdom,-5,-9.25,ND,2021,3,10,10,miércoles,19399
575418,2021-11-09 15:52:00,16986.0,United Kingdom,40,83.2,F,2021,11,9,15,martes,15841
C557637,2021-06-21 16:00:00,13630.0,United Kingdom,-4,-7.7,ND,2021,6,21,16,lunes,20338
560210,2021-07-15 14:20:00,14958.0,United Kingdom,20,107.4,F,2021,7,15,14,jueves,9429
541406,2021-01-17 15:19:00,14657.0,United Kingdom,209,416.08,F,2021,1,17,15,domingo,1894
578078,2021-11-22 16:24:00,12586.0,Italy,79,196.94,F,2021,11,22,16,lunes,17034
539379,2020-12-17 11:43:00,15780.0,United Kingdom,65,177.15,F,2020,12,17,11,jueves,1235
563732,2021-08-18 17:50:00,15125.0,United Kingdom,600,1000.88,F,2021,8,18,17,miércoles,10901
537372,2020-12-06 12:52:00,16919.0,United Kingdom,73,198.35,F,2020,12,6,12,domingo,451
548631,2021-04-01 12:24:00,13184.0,United Kingdom,77,117.4,F,2021,4,1,12,jueves,4741
555555,2021-06-05 13:48:00,16963.0,United Kingdom,35,110.55,F,2021,6,5,13,sábado,7573
578056,2021-11-22 15:04:00,16164.0,United Kingdom,194,334.9,F,2021,11,22,15,lunes,17020
551520,2021-05-01 11:55:00,13301.0,United Kingdom,94,153.86,F,2021,5,1,11,sábado,5861
564085,2021-08-23 09:17:00,14911.0,EIRE,1,50.0,F,2021,8,23,9,lunes,11067
549321,2021-04-08 10:19:00,14243.0,United Kingdom,237,373.27,F,2021,4,8,10,jueves,5015
567578,2021-09-21 10:47:00,12701.0,Germany,432,460.63,F,2021,9,21,10,martes,12481
561010,2021-07-22 16:04:00,18262.0,United Kingdom,182,149.48,F,2021,7,22,16,jueves,9752
545872,2021-03-07 14:51:00,15752.0,United Kingdom,284,381.75,F,2021,3,7,14,domingo,3646
C572102,2021-10-20 15:56:00,13519.0,United Kingdom,-1,-11.95,ND,2021,10,20,15,miércoles,21514
557804,2021-06-23 10:24:00,18198.0,United Kingdom,220,311.52,F,2021,6,23,10,miércoles,8486
C547168,2021-03-21 12:10:00,13593.0,United Kingdom,-24,-46.8,ND,2021,3,21,12,domingo,19491
556434,2021-06-10 14:06:00,14895.0,United Kingdom,267,658.78,F,2021,6,10,14,jueves,7919
560736,2021-07-20 15:33:00,15260.0,United Kingdom,190,345.14,F,2021,7,20,15,martes,9644
C575653,2021-11-10 14:28:00,13988.0,United Kingdom,-6,-17.31,ND,2021,11,10,14,miércoles,21781
581183,2021-12-07 16:24:00,12569.0,Germany,138,151.38,F,2021,12,7,16,martes,18371
